word,pitch
あくせい【悪声】,アくセー￣
あくせい【悪性】,アくセー￣
あくせい【悪政】,アくセー￣
あくぜい【悪税】,アクゼー￣
あくせきじま【悪石島】［地名］,アくセキジマ￣
あくせく,ア＼くセク
アクセサリー,ア＼くセサリー
アクセシビリティー,アくセシビ＼リティー
アクセス,ア＼くセス
アクセル,ア＼くセル
あくせん【悪銭】,アくセン￣
あくせんくとう【悪戦苦闘】,アくセン￣・くトー￣
あくせんでん【悪宣伝】,アくセ＼ンデン
アクセント,ア＼くセント
アクセントじてん【アクセント辞典】,アくセントジ＼テン
あくそう【悪相】,アくソ＼ー
あくそう【悪僧】,アくソー￣
あくそうきゅう【悪送球】,アくソ＼ーキュー
あくた《×芥》,アくタ￣
アクター,ア＼くター
あくたい【悪態】,アくタイ￣
あくたがわしょう【芥川賞】,アくタカ゚ワ＼ショー
あくだま【悪玉】,アクダマ￣
あくたれ【悪たれ】,アくタレ￣
あくたれこぞう【悪たれ小僧】,アくタレコゾ＼ー
あくたれる【悪たれる】,アくタレ＼ル
あくたろう【悪太郎】,アくタ＼ロー
アクティブ,ア＼くティブ
あくてんこう【悪天候】,アくテ＼ンコー
アクト,ア＼くト
あくどい,アクド＼イ
あくとう【悪投】,アくトー￣
あくとう【悪党】,アくト＼ー
あくどう【悪道】［仏教］,アク＼ドー
あくどう【悪童】,アクドー￣
あくとく【悪徳】,アくトク￣
あくとくしょうほう【悪徳商法】,アくトくショ＼ーホー
アクトレス,ア＼くトレス
あくなき【飽くなき】,アク＼ナキ
あくにん【悪人】,アクニン￣
あくぬき【あく抜き《×灰汁》】,アクヌキ￣
あくね【阿久根】［地名］,アクネ￣
あぐねる,アク゚ネ＼ル
あくねん【悪念】,アクネン￣
あくば【悪罵】,ア＼クバ
あくび《×欠伸》,アクビ￣
あくひつ【悪筆】,アクひツ￣
あくひょう【悪評】,アくヒョー￣
あくびょう【悪病】,アクビョー￣
あくびょうどう【悪平等】,アクビョ＼ードー
あくふう【悪風】,アくフー￣
あくぶん【悪文】,アクブン￣
あくへい【悪弊】,アくヘー￣
あくへき【悪癖】,アくヘキ￣
あくほう【悪法】,アくホー￣
あくほう【悪報】,アくホー￣
あくま【悪魔】,ア＼クマ
あくまで《×飽迄》,アク＼マデ
あくみょう【悪名】,アクミョー￣
あくむ【悪夢】,ア＼クム
あぐむ《×倦》,アク゚＼ム
あくめい【悪名】,アクメー￣
あくやく【悪役】,アクヤク￣
あくゆう【悪友】,アクユー￣
あくよう【悪用】,アクヨー￣
アクラ［地名］,ア＼クラ
あぐら,アク゚ラ￣
あくらつ【悪辣】,アクラツ￣
あぐらっぱな【あぐらっ鼻】,アク゚ラ＼ッパナ
あぐらばな【あぐら鼻】,アク゚ラ＼バナ
あぐりあみ【あぐり網《×揚繰》】,アク゚リ＼アミ
あくりょう【悪霊】,アクリョー￣
あくりょく【握力】,アク＼リョク
アクリル,アクリル￣
あくる【明くる】,アクル￣
あくるあさ【明くる朝】,アクルア＼サ
あくるとし【明くる年】［名詞］,アクルトシ＼
あくるとし【明くる年】［副詞］,アクルトシ￣
あくるひ【明くる日】［名詞］,アクルヒ＼
あくるひ【明くる日】［副詞］,アクルヒ￣
あくれい【悪例】,アクレー￣
アグレッシブ,アグレ＼ッシブ
アグレマン,アグレ＼マン
あくろ【悪路】,ア＼クロ
アクロバット,アクロバ＼ット
アクロバットダンス,アクロバットダ＼ンス
アクロバティック,アクロバティ＼ック
あけ【明け】,アケ￣
あけ《×朱》,アケ￣
あげ【上げ】【揚げ】,アケ゚￣
あげあし【揚げ足】,アケ゚アシ￣
あげあしとり【揚げ足取り】,アケ゚アし＼トリ
あげあぶら【揚げ油】,アケ゚ア＼ブラ
あげいた【上げ板】,アケ゚イタ￣
あげえん【揚げ縁】,アケ゚エン￣
あげお【上尾】［地名］,アケ゚オ￣
あげおろし【上げ下ろし】,アケ゚オロシ￣
あげかじ【上げかじ《×舵》】,アケ゚カジ￣
あげかす【揚げかす《×滓》】,アケ゚カス￣
あけがた【明け方】,アケカ゚タ￣
あけがたごろ【明け方頃】,アケカ゚タコ゚＼ロ
あけがらす【明けがらす】,アケカ゚＼ラス
あけがらす【明烏】［芸能］,アケカ゚＼ラス
あげく,アケ゚ク￣
あけくれ【明け暮れ】,アケ＼クレ
あけくれる【明け暮れる】,アケクレ＼ル
あげさげ【上げ下げ】,アケ゚＼サケ゚
あげしお【上げ潮】,アケ゚シオ￣
あけしめ【開け閉め】,アケ＼シメ
あけすけ,アケすケ￣
あげぜん【上げ膳】,アケ゚ゼン￣
あげぜんすえぜん【上げ膳据え膳】,アケ゚ゼン￣・スエ＼ゼン
あげぞこ【上げ底】,アケ゚ゾコ￣
あけそめる【明け初める】,アケソメ＼ル
あげだし【揚げ出し】［食］,アケ゚ダシ￣
あげだしどうふ【揚げ出し豆腐】,アケ゚ダシド＼ーフ
あけたて【開けたて】,アケ＼タテ
あげたて【揚げたて】,アケ゚タテ￣
あげだま【揚げ玉】,アケ゚ダマ￣
あけっぱなし【開けっ放し】,アケッパナシ￣
あけっぴろげ【開けっ広げ】,アケッピロケ゚￣
あげつらい《×論》,アケ゚ツライ￣
あげつらう《×論》,アケ゚ツラ＼ウ
あけて【明けて】,アケテ￣
あげて【挙げて】,アケ゚テ￣
あけてもくれても【明けても暮れても】,アケテ＼モ・クレテ＼モ
あげど【揚げ戸】,アケ゚＼ド
あげなべ【揚げ鍋】,アケ゚ナベ￣
あけに【明け荷】［相撲］,アケニ￣
あけの【明野】［地名］,アケノ￣
あけの【明野】［地名］,アケノ￣
あけのこる【明け残る】,アケノコ＼ル
あけのみょうじょう【明けの明星】,アケノ￣・ミョージョー￣
あげはちょう《×揚羽蝶》,アケ゚ハ＼チョー
あけはなし【開け放し】,アケハナシ￣
あけはなす【開け放す】,アケハナ＼ス
あけはなつ【開け放つ】,アケハナ＼ツ
あげはのちょう《×揚羽蝶》,アケ゚ハノチョ＼ー
あげはば【上げ幅】,アケ゚＼ハバ
あげパン【揚げパン】,アケ゚パン￣
あけび《×通草》［植物］,アケビ￣
あげびたし【揚げ浸し】［食］,アケ゚ビタシ￣
あげひばり【揚げひばり《×雲雀》】,アケ゚ヒ＼バリ
あけひろげ【開け広げ】,アケヒロケ゚￣
あげぶた【上げぶた】,アケ゚ブタ￣
あけぼの《×曙》,アケボノ￣
あげまき【揚巻】,アケ゚マキ￣
あげまく【揚幕】［芸能］,アケ゚＼マク
あげまど【揚げ窓】,アケ゚マド￣
あけむつ【明け六つ】［歴史］,アケムツ￣
あげもち【揚げ餅】,アケ゚モチ￣
あげもの【揚げ物】,アケ゚モノ￣
あげや【揚げ屋】［歴史］,アケ゚ヤ￣
あけやらぬ【明けやらぬ】,アケヤラ＼ヌ
あけゆく【明け行く】,アケユ＼ク
あける【開ける】【空ける】【明ける】,アケル￣
あげる【上げる】【挙げる】【揚げる】,アケ゚ル￣
あけわたし【明け渡し】,アケワタシ￣
あけわたす【明け渡す】,アケワタ＼ス
あこ《×吾子》［古語］,ア＼コ
あこ【阿古】［地名］,ア＼コ
あご,アコ゚＼
あご【阿児】［地名］,ア＼コ゚
あこう［植物］,ア＼コー
あこう【赤穂】［地名］,ア＼コー
あこうだい《×赤魚鯛》,アコ＼ーダイ
あこうぼく【亜高木】,アコ＼ーボク
アコースティック,アコーすティ＼ック
アコーディオン,アコーディ＼オン
あこがれ【憧れ】,アコカ゚レ￣
あこがれる【憧れる】,アコカ゚レル￣
あこぎ,ア＼コキ゚
あごひげ《×顎鬚》,アコ゚ヒケ゚￣
あごひげあざらし《×顎鬚海豹》［動物］,アコ゚ヒケ゚アザ＼ラシ
あごひも《×顎紐》,アコ゚＼ヒモ
あこやがい【あこや貝】,アコヤ＼カ゚イ
アコンカグア［地名］,アコンカ＼グア
あさ【麻】,アサ＼
あさ【朝】,ア＼サ
あさ【安佐】［地名］,アサ￣
あざ【字】,ア＼ザ
あざ《×痣》,アザ＼
あさい【浅い】,アサイ￣
あさいち【朝市】,アサ＼イチ
あさいと【麻糸】,アサイト￣
あさうら【麻裏】,アサウラ￣
あさうらぞうり【麻裏草履】,アサウラゾ＼ーリ
あさお【麻お《×苧》】,アサオ￣
あさお【麻生】［地名］,アサオ￣
あさおき【朝起き】,アサ＼オキ
あさおり【麻織り】,アサオリ￣
あさか【安積】［地名］,アサカ￣
あさか【朝霞】［地名］,アサカ￣
あさがえり【朝帰り】,アサカ゚＼エリ
あさがお【朝顔】,アサ＼カ゚オ
あさがけ【朝駆け】,アサカ゚ケ￣
あさがすみ【朝がすみ《×霞》】,アサカ゚＼スミ
あさかぜ【朝風】,アサ＼カゼ
あさがた【朝方】,アサカ゚タ￣
あさがみしも【麻がみしも《×裃》】,アサカ゚＼ミシモ
あさがゆ【朝がゆ《×粥》】,アサカ゚ユ￣
あさかわ【浅川】［地名］,アサ＼カワ
あさぎ【浅黄】,アサキ゚￣
あさぎ《×浅葱》,アサキ゚￣
あさぎうら【あさぎ裏《×浅葱》】,アサキ゚ウラ￣
あさきた【安佐北】［地名］,アサきタ￣
あさぎまく【浅黄幕】［芸能］,アサキ゚＼マク
あさぎり【朝霧】,アサ＼キ゚リ
あさくさ【浅草】［地名］,アサくサ￣
あさくさのり【浅草のり《×海苔》】［食］,アサくサ＼ノリ
あさくち【浅口】［地名］,アサ＼くチ
あさぐも【朝ぐも《×蜘蛛》】,アサク゚モ￣
あさぐもり【朝曇り】,アサク゚モリ￣
あさくら【朝倉】［地名］,アサクラ￣
あさぐろい【浅黒い】,アサク゚ロ＼イ
あさげ【朝げ《×餉》】,アサケ゚￣
あざけり,アザケリ￣
あざける,アザケ＼ル
あさご【朝来】［地名］,アサコ゚￣
あさごはん【朝ごはん】,アサゴ＼ハン
あさざけ【朝酒】,アサザケ￣
あさじ《×浅茅》,アサジ￣
あさせ【浅瀬】,アサセ￣
あさだち【朝立ち】,アサダチ￣
あさぢえ【浅知恵】,アサジエ￣
あさつき《×浅葱》,アサ＼つキ
あさづけ【浅漬け】,アサズケ￣
あさって《×明後日》,アサ＼ッテ
あさっぱら【朝っぱら】［俗語］,アサッパラ￣
あさづみ【朝摘み】,アサズミ￣
あさつゆ【朝露】,アサ＼ツユ
あさで【浅手】,アサデ￣
あざとい,アザト＼イ
あざな《×字》,アザナ￣
あざなう《×糾》,アザナ＼ウ
あさなぎ【朝なぎ《×凪》】,アサナキ゚￣
あさなゆうな【朝な夕な】,ア＼サナ・ユーナ￣
あさなわ【麻縄】,アサナワ￣
あさね【朝寝】,アサ＼ネ
あさねぼう【朝寝坊】,アサネ＼ボー
あさのうち【朝のうち】,アサノウチ￣
あさのは【麻の葉】,アサノ＼ハ
あさのみ【麻の実】,アサノミ￣
あさはか【浅はか】,アサ＼ハカ
あさはん【朝飯】,アサハン￣
あさばん【朝晩】,ア＼サバン
あさひ【朝日】,ア＼サヒ
あさひ【旭】［地名］,ア＼サヒ
あさひ【朝日】［地名］,ア＼サヒ
あさひえびね［植物］,アサヒエ＼ビネ
あさひかわ【旭川】［地名］,アサひ＼カワ
あさひがわ【旭川】［地名］,アサヒ＼カ゚ワ
あさひだけ【旭岳】［地名］,アサヒ＼ダケ
あさひだけ【朝日岳】［地名］,アサヒ＼ダケ
あさひやま【旭山】［地名］,アサヒヤマ￣
あさひれんぽう【朝日連峰】［地名］,アサヒレ＼ンポー
あざぶ【麻布】［地名］,アザブ￣
あさぶろ【朝風呂】,アサブロ￣
あさぼらけ【朝ぼらけ】,アサボラケ￣
あさま【浅間】［地名］,アサマ￣
あさましい,アサマシ＼イ
あさまだき【朝まだき】,アサマ＼ダキ
あさまやま【浅間山】［地名］,アサマヤマ￣
あざみ《×薊》［植物］,アザミ￣
あさみどり【浅緑】,アサミ＼ドリ
あさみなみ【安佐南】［地名］,アサミ＼ナミ
あざむく【欺く】,アザム＼ク
あさめし【朝飯】,アサメシ￣
あさめしまえ【朝飯前】,アサメシマ＼エ
あさもや【朝もや】,アサモヤ￣
あざやか【鮮やか】,アザ＼ヤカ
あさやけ【朝焼け】,アサヤケ￣
あさゆ【朝湯】,アサ＼ユ
あさゆう【朝夕】,ア＼サユー
あざらし《×海豹》［動物］,アザ＼ラシ
あさり《×浅蜊》,アサリ￣
あさる《×漁》,アサル￣
アザレア［植物］,アザレア￣
あされん【朝練】,アサレン￣
あざわらう【あざ笑う《×嘲》】,アザワラ＼ウ
あし【足】【脚】,アシ＼
あし《×葦》,ア＼シ
あじ【味】,アジ￣
あじ《×鰺》,ア＼ジ
アジ,ア＼ジ
アジア［地名］,ア＼ジア
アジアぞう［動物］,アジア＼ゾー
あしあと【足跡】,アシア＼ト
あしうら【足裏】,アシウラ￣
